Id,Category
602,1
603,0
604,1
605,1
606,1
607,0
608,0
609,0
610,1
611,1
612,1
613,0
614,0
615,1
616,0
617,0
618,1
619,0
620,0
621,1
622,0
623,0
624,0
625,0
626,1
627,1
628,1
629,0
630,0
631,0
632,0
633,1
634,1
635,1
636,0
637,1
638,1
639,0
640,1
641,1
642,1
643,0
644,0
645,1
646,1
647,1
648,0
649,1
650,0
651,0
652,1
653,1
654,0
655,0
656,0
657,1
658,0
659,0
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,0
668,0
669,0
670,0
671,0
672,1
673,0
674,1
675,1
676,1
677,1
678,0
679,0
680,1
681,1
682,1
683,1
684,0
685,1
686,0
687,0
688,0
689,0
690,1
691,1
692,1
693,1
694,0
695,0
696,1
697,1
698,1
699,1
700,0
701,0
702,0
703,0
704,1
705,1
706,1
707,0
708,0
709,0
710,0
711,1
712,0
713,0
714,1
715,0
716,0
717,1
718,0
719,0
720,0
721,0
722,0
723,0
724,1
725,0
726,1
727,1
728,1
729,1
730,1
731,1
732,0
733,0
734,0
735,1
736,0
737,0
738,1
739,0
740,0
741,0
742,0
743,0
744,1
745,1
746,0
747,0
748,0
749,1
750,0
751,0
752,0
753,0
754,1
755,0
756,0
757,1
758,1
759,0
760,1
761,0
762,1
763,0
764,0
765,1
766,0
767,0
768,0
769,1
770,1
771,0
772,1
773,1
774,0
775,0
776,1
777,1
778,1
779,1
780,0
781,1
782,1
783,0
784,0
785,1
786,0
787,0
788,0
789,0
790,0
791,1
792,1
793,1
794,1
795,0
796,1
797,1
798,0
799,0
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,0
808,0
809,1
810,0
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,0
819,0
820,1
821,1
822,0
823,0
824,0
825,1
826,0
827,1
828,0
829,1
830,0
831,1
832,1
833,0
834,1
835,0
836,1
837,0
838,0
839,0
840,1
841,0
842,1
843,0
844,1
845,1
846,1
847,0
848,1
849,0
850,1
851,0
852,0
853,0
854,0
855,1
856,0
857,1
858,1
859,0
860,0
861,1
862,0
863,0
864,0
865,1
866,1
867,0
868,0
869,0
870,0
871,1
872,0
873,1
874,0
875,0
876,1
877,0
878,0
879,1
880,0
881,1
882,0
883,0
884,1
885,1
886,0
887,0
888,0
889,1
890,1
891,0
892,1
893,1
894,0
895,1
896,0
897,0
898,0
899,1
900,0
901,0
902,1
903,1
904,1
905,0
906,0
907,0
908,1
909,0
910,0
911,1
912,0
913,0
914,0
915,0
916,0
917,0
918,1
919,0
920,0
921,0
922,1
923,0
924,0
925,0
926,1
927,1
928,1
929,1
930,0
931,0
932,1
933,0
934,0
935,0
936,1
937,1
938,0
939,0
940,0
941,1
942,0
943,0
944,0
945,0
946,0
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,0
957,0
958,1
959,1
960,0
961,1
962,0
963,1
964,1
965,0
966,0
967,1
968,0
969,0
970,1
971,1
972,1
973,0
974,1
975,0
976,1
977,0
978,1
979,0
980,1
981,1
982,0
983,0
984,1
985,0
986,0
987,0
988,1
989,1
990,0
991,1
992,1
993,1
994,1
995,0
996,1
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,1
1005,1
1006,1
1007,0
1008,1
1009,1
1010,1
1011,1
1012,0
1013,1
1014,0
1015,1
1016,0
1017,0
1018,1
1019,0
1020,0
1021,1
1022,1
1023,1
1024,0
1025,1
1026,1
1027,1
1028,0
1029,1
1030,1
1031,1
1032,1
1033,0
1034,1
1035,0
1036,0
1037,1
1038,1
1039,0
1040,1
1041,0
1042,0
1043,1
1044,1
1045,0
1046,1
1047,0
1048,1
1049,1
1050,1
1051,1
1052,0
1053,0
1054,1
1055,0
1056,1
1057,1
1058,1
1059,0
1060,1
1061,0
1062,1
1063,1
1064,0
1065,0
1066,0
1067,1
1068,0
1069,0
1070,1
1071,1
1072,1
1073,0
1074,0
1075,0
1076,0
1077,0
1078,1
1079,0
1080,1
1081,0
1082,1
1083,0
1084,0
1085,0
1086,1
1087,1
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,1
1095,0
1096,0
1097,0
1098,1
1099,1
1100,0
1101,0
1102,0
1103,0
1104,0
1105,1
1106,0
1107,0
1108,1
1109,1
1110,0
1111,1
1112,0
1113,1
1114,0
1115,1
1116,0
1117,0
1118,0
1119,0
1120,1
1121,1
1122,1
1123,0
1124,0
1125,0
1126,1
1127,1
1128,1
1129,0
1130,1
1131,0
1132,1
1133,0
1134,1
1135,1
1136,1
1137,0
1138,1
1139,0
1140,0
1141,1
1142,1
1143,1
1144,1
1145,1
1146,0
1147,1
1148,0
1149,1
1150,0
1151,0
1152,1
1153,1
1154,0
1155,1
1156,1
1157,0
1158,1
1159,0
1160,0
1161,0
1162,1
1163,1
1164,1
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,1
1172,1
1173,0
1174,0
1175,1
1176,1
1177,1
1178,1
1179,0
1180,1
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,1
1188,0
1189,1
1190,0
1191,1
1192,0
1193,1
1194,1
1195,1
1196,0
1197,0
1198,1
1199,0
1200,1
1201,1
1202,1
1203,1
1204,0
1205,0
1206,1
1207,0
1208,1
1209,1
1210,1
1211,1
1212,0
1213,0
1214,0
1215,0
1216,0
1217,1
1218,0
1219,0
1220,0
1221,1
1222,1
1223,0
1224,0
1225,0
1226,1
1227,0
1228,1
1229,1
1230,1
1231,0
1232,0
1233,1
1234,0
1235,0
1236,0
1237,0
1238,0
1239,1
1240,1
1241,1
1242,0
1243,0
1244,0
1245,0
1246,1
1247,0
1248,1
1249,0
1250,0
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,0
1258,1
1259,1
1260,1
1261,1
1262,1
1263,0
1264,0
1265,0
1266,0
1267,1
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,1
1275,0
1276,1
1277,0
1278,0
1279,1
1280,1
1281,1
1282,0
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,0
1290,1
1291,0
1292,0
1293,0
1294,0
1295,1
1296,1
1297,0
1298,0
1299,0
1300,1
1301,0
1302,1
1303,0
1304,1
1305,0
1306,1
1307,1
1308,0
1309,1
1310,1
1311,1
1312,0
1313,1
1314,0
1315,1
1316,0
1317,1
1318,1
1319,0
1320,0
1321,1
1322,0
1323,0
1324,0
1325,1
1326,1
1327,0
1328,1
1329,1
1330,1
1331,1
1332,0
1333,0
1334,0
1335,1
1336,1
1337,1
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,1
1346,1
1347,0
1348,0
1349,0
1350,0
1351,1
1352,0
1353,0
1354,1
1355,0
1356,0
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,0
1365,1
1366,0
1367,1
1368,1
1369,0
1370,1
1371,0
1372,1
1373,1
1374,0
1375,1
1376,0
1377,0
1378,1
1379,0
1380,1
1381,0
1382,1
1383,1
1384,1
1385,0
1386,0
1387,0
1388,0
1389,0
1390,1
1391,1
1392,1
1393,0
1394,0
1395,1
1396,1
1397,0
1398,0
1399,1
1400,1
1401,1
1402,1
1403,1
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,1
1411,1
1412,0
1413,1
1414,0
1415,0
1416,1
1417,0
1418,1
1419,0
1420,0
1421,1
1422,1
1423,1
1424,0
1425,1
1426,1
1427,1
1428,1
1429,1
1430,0
1431,0
1432,0
1433,1
1434,0
1435,0
1436,1
1437,1
1438,0
1439,0
1440,1
1441,0
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,0
1450,1
1451,0
1452,0
1453,0
1454,1
1455,1
1456,1
1457,1
1458,0
1459,0
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,0
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,0
1476,1
1477,1
1478,1
1479,1
1480,0
1481,1
1482,1
1483,1
1484,1
1485,1
1486,0
1487,1
1488,0
1489,1
1490,0
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,0
1500,1
1501,1
1502,0
1503,1
1504,1
1505,1
1506,1
1507,0
1508,0
1509,1
1510,1
1511,0
1512,1
1513,0
1514,1
1515,1
1516,0
1517,1
1518,1
1519,1
1520,0
1521,0
1522,1
1523,0
1524,1
1525,1
1526,0
1527,1
1528,0
1529,1
1530,0
1531,0
1532,0
1533,0
1534,0
1535,1
1536,0
1537,1
1538,1
1539,1
1540,0
1541,1
1542,0
1543,1
1544,1
1545,1
1546,1
1547,0
1548,0
1549,0
1550,0
1551,1
1552,0
1553,0
1554,0
1555,1
1556,0
1557,1
1558,1
1559,1
1560,1
1561,1
1562,0
1563,0
1564,0
1565,1
1566,0
1567,1
1568,0
1569,0
1570,0
1571,1
1572,0
1573,0
1574,1
1575,1
1576,1
1577,1
1578,1
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,1
1595,0
1596,1
1597,1
1598,1
1599,0
1600,1
1601,0
1602,1
1603,1
1604,0
1605,1
1606,1
1607,0
1608,1
1609,1
1610,0
1611,1
1612,1
1613,1
1614,0
1615,1
1616,1
1617,0
1618,1
1619,0
1620,1
1621,1
1622,0
1623,0
1624,0
1625,1
1626,1
1627,0
1628,1
1629,1
1630,0
1631,1
1632,0
1633,0
1634,0
1635,1
1636,1
1637,0
1638,0
1639,0
1640,1
1641,1
1642,0
1643,0
1644,0
1645,0
1646,1
1647,1
1648,1
1649,0
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,0
1660,0
1661,0
1662,1
1663,1
1664,1
1665,1
1666,1
1667,0
1668,0
1669,0
1670,0
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,0
1678,0
1679,0
1680,1
1681,1
1682,0
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,1
1692,1
1693,0
1694,0
1695,1
1696,1
1697,0
1698,1
1699,0
1700,1
1701,1
1702,0
1703,0
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,0
1711,1
1712,0
1713,1
1714,0
1715,1
1716,1
1717,1
1718,0
1719,0
1720,1
1721,1
1722,1
1723,1
1724,0
1725,1
1726,0
1727,0
1728,1
1729,1
1730,0
1731,1
1732,1
1733,1
1734,0
1735,0
1736,1
1737,0
1738,0
1739,1
1740,1
1741,0
1742,0
1743,0
1744,1
1745,0
1746,1
1747,1
1748,1
1749,1
1750,0
1751,1
1752,1
1753,0
1754,1
1755,1
1756,0
1757,1
1758,0
1759,1
1760,0
1761,1
1762,1
1763,0
1764,1
1765,0
1766,0
1767,1
1768,1
1769,1
1770,0
1771,0
1772,1
1773,0
1774,0
1775,0
1776,1
1777,0
1778,1
1779,1
1780,1
1781,1
1782,0
1783,0
1784,0
1785,1
1786,0
1787,1
1788,1
1789,1
1790,0
1791,1
1792,1
1793,1
1794,1
1795,0
1796,1
1797,0
1798,1
1799,1
1800,1
1801,1
1802,1
1803,0
1804,1
1805,0
1806,0
1807,0
1808,1
1809,1
1810,1
1811,1
1812,0
1813,1
1814,1
1815,0
1816,0
1817,1
1818,0
1819,1
1820,0
1821,1
1822,1
1823,1
1824,0
1825,1
1826,0
1827,0
1828,0
1829,0
1830,0
1831,1
1832,0
1833,1
1834,0
1835,0
1836,0
1837,1
1838,0
1839,1
1840,0
1841,1
1842,0
1843,1
1844,1
1845,1
1846,1
1847,1
1848,1
1849,0
1850,1
1851,0
1852,1
1853,0
1854,1
1855,1
1856,0
1857,0
1858,0
1859,0
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,0
1867,1
1868,1
1869,1
1870,1
1871,1
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,1
1879,0
1880,1
1881,0
1882,1
1883,0
1884,1
1885,1
1886,1
1887,0
1888,1
1889,1
1890,1
1891,0
1892,1
1893,1
1894,1
1895,1
1896,0
1897,0
1898,1
1899,1
1900,0
1901,0
1902,1
1903,1
1904,1
1905,0
1906,1
1907,0
1908,0
1909,1
1910,1
1911,0
1912,1
1913,1
1914,1
1915,0
1916,0
1917,1
1918,0
1919,1
1920,1
1921,0
1922,0
1923,0
1924,1
1925,1
1926,1
1927,1
1928,0
1929,1
1930,0
1931,1
1932,0
1933,1
1934,0
1935,0
1936,1
1937,0
1938,1
1939,0
1940,1
1941,1
1942,0
1943,0
1944,1
1945,0
1946,0
1947,1
1948,1
1949,0
1950,0
1951,1
1952,1
1953,1
1954,0
1955,0
1956,1
1957,1
1958,0
1959,1
1960,1
1961,1
1962,0
1963,0
1964,0
1965,0
1966,1
1967,0
1968,0
1969,1
1970,1
1971,0
1972,1
1973,1
1974,0
1975,0
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,0
1983,1
1984,0
1985,0
1986,0
1987,1
1988,1
1989,1
1990,1
1991,0
1992,1
1993,1
1994,0
1995,1
1996,0
1997,1
1998,1
1999,0
2000,1
2001,0
2002,1
2003,0
2004,1
2005,0
2006,1
2007,1
2008,1
2009,0
2010,0
2011,0
2012,0
2013,1
2014,1
2015,0
2016,0
2017,1
2018,1
2019,0
2020,1
2021,0
2022,0
2023,0
2024,1
2025,1
2026,0
2027,1
2028,1
2029,0
2030,0
2031,1
2032,1
2033,1
2034,1
2035,0
2036,1
2037,1
2038,1
2039,1
2040,0
2041,0
2042,1
2043,0
2044,0
2045,0
2046,1
2047,1
2048,1
2049,0
2050,1
2051,0
2052,1
2053,0
2054,0
2055,0
2056,1
2057,0
2058,1
2059,1
2060,0
2061,1
2062,1
2063,0
2064,0
2065,1
2066,0
2067,0
2068,1
2069,1
2070,1
2071,0
2072,0
2073,0
2074,0
2075,1
2076,1
2077,0
2078,1
2079,0
2080,1
2081,0
2082,1
2083,1
2084,0
2085,0
2086,1
2087,1
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,1
2095,0
2096,1
2097,0
2098,1
2099,0
2100,0
2101,1
2102,0
2103,0
2104,1
2105,0
2106,0
2107,1
2108,1
2109,0
2110,0
2111,0
2112,1
2113,0
2114,1
2115,1
2116,1
2117,0
2118,0
2119,1
2120,0
2121,1
2122,1
2123,0
2124,1
2125,0
2126,0
2127,1
2128,0
2129,1
2130,0
2131,0
2132,0
2133,1
2134,0
2135,1
2136,0
2137,0
2138,1
2139,0
2140,1
2141,1
2142,1
2143,0
2144,1
2145,1
2146,1
2147,0
2148,1
2149,1
2150,0
2151,0
2152,0
2153,0
2154,1
2155,1
2156,1
2157,1
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,1
2166,0
2167,1
2168,1
2169,0
2170,0
2171,1
2172,0
2173,0
2174,1
2175,0
2176,1
2177,1
2178,0
2179,1
2180,1
2181,0
2182,0
2183,0
2184,0
2185,1
2186,0
2187,0
2188,1
2189,0
2190,0
2191,0
2192,1
2193,1
2194,1
2195,1
2196,1
2197,1
2198,0
2199,0
2200,0
2201,0
2202,0
2203,1
2204,1
2205,0
2206,1
2207,0
2208,0
2209,1
2210,1
2211,1
2212,0
2213,0
2214,0
2215,0
2216,1
2217,0
2218,0
2219,0
2220,1
2221,0
2222,1
2223,1
2224,1
2225,0
2226,1
2227,1
2228,0
2229,0
2230,0
2231,0
2232,1
2233,1
2234,1
2235,0
2236,0
2237,1
2238,0
2239,1
2240,0
2241,1
2242,1
2243,1
2244,1
2245,0
2246,1
2247,0
2248,0
2249,0
2250,0
2251,1
2252,0
2253,0
2254,0
2255,1
2256,1
2257,0
2258,0
2259,1
2260,0
2261,0
2262,0
2263,1
2264,0
2265,1
2266,1
2267,0
2268,1
2269,0
2270,1
2271,0
2272,1
2273,0
2274,0
2275,0
2276,0
2277,1
2278,0
2279,1
2280,1
2281,0
2282,1
2283,0
2284,1
2285,0
2286,0
2287,1
2288,1
2289,0
2290,1
2291,0
2292,1
2293,1
2294,0
2295,1
2296,1
2297,1
2298,0
2299,0
2300,0
2301,0
2302,0
2303,1
2304,1
2305,0
2306,1
2307,0
2308,0
2309,1
2310,1
2311,0
2312,1
2313,1
2314,0
2315,0
2316,1
2317,0
2318,0
2319,1
2320,0
2321,1
2322,1
2323,1
2324,0
2325,1
2326,1
2327,0
2328,0
2329,1
2330,1
2331,1
2332,0
2333,1
2334,1
2335,0
2336,0
2337,1
2338,0
2339,0
2340,1
2341,0
2342,0
2343,0
2344,0
2345,1
2346,0
2347,0
2348,0
2349,1
2350,1
2351,0
2352,1
2353,0
2354,1
2355,1
2356,0
2357,0
2358,1
2359,0
2360,1
2361,1
2362,1
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,1
2371,0
2372,0
2373,1
2374,1
2375,1
2376,1
2377,1
2378,0
2379,0
2380,0
2381,0
2382,1
2383,1
2384,0
2385,1
2386,1
2387,1
2388,1
2389,1
2390,1
2391,0
2392,1
2393,0
2394,0
2395,1
2396,1
2397,0
2398,0
2399,1
2400,1
2401,1
2402,0
2403,0
2404,0
2405,0
2406,0
2407,1
2408,0
2409,1
2410,1
2411,1
2412,1
2413,0
2414,1
2415,0
2416,1
2417,1
2418,1
2419,0
2420,1
2421,1
2422,1
2423,1
2424,0
2425,0
2426,1
2427,0
2428,1
2429,1
2430,0
2431,0
2432,0
2433,0
2434,1
2435,1
2436,1
2437,0
2438,1
2439,1
2440,1
2441,0
2442,1
2443,0
2444,1
2445,1
2446,0
2447,1
2448,1
2449,1
2450,0
2451,0
2452,1
2453,1
2454,1
2455,0
2456,1
2457,1
2458,0
2459,0
2460,0
2461,1
2462,1
2463,0
2464,1
2465,0
2466,1
2467,1
2468,1
2469,1
2470,1
2471,1
2472,0
2473,1
2474,0
2475,1
2476,0
2477,0
2478,0
2479,0
2480,1
2481,0
2482,1
2483,1
2484,0
2485,1
2486,1
2487,0
2488,1
2489,1
2490,1
2491,1
2492,1
2493,0
2494,1
2495,0
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,1
2503,0
2504,0
2505,0
2506,1
2507,0
2508,1
2509,1
2510,0
2511,1
2512,1
2513,1
2514,1
2515,0
2516,1
2517,0
2518,0
2519,0
2520,1
2521,1
2522,0
2523,0
2524,0
2525,1
2526,0
2527,1
2528,1
2529,0
2530,0
2531,1
2532,0
2533,0
2534,1
2535,1
2536,1
2537,1
2538,0
2539,1
2540,0
2541,0
2542,1
2543,0
2544,1
2545,0
2546,1
2547,1
2548,0
2549,0
2550,1
2551,0
2552,0
2553,0
2554,1
2555,0
2556,0
2557,0
2558,1
2559,1
2560,1
2561,1
2562,0
2563,0
2564,0
2565,0
2566,1
2567,1
2568,1
2569,0
2570,1
2571,0
2572,1
2573,0
2574,1
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,1
2582,1
2583,1
2584,0
2585,1
2586,1
2587,0
2588,0
2589,1
2590,1
2591,1
2592,0
2593,1
2594,0
2595,1
2596,1
2597,0
2598,0
2599,0
2600,0
2601,1
2602,1
2603,0
2604,1
2605,0
2606,1
2607,1
2608,0
2609,0
2610,0
2611,1
2612,0
2613,1
2614,1
2615,1
2616,0
2617,1
2618,0
2619,0
2620,1
2621,1
2622,0
2623,0
2624,0
2625,0
2626,0
2627,1
2628,1
2629,1
2630,1
2631,0
2632,1
2633,1
2634,0
2635,0
2636,1
2637,0
2638,0
2639,0
2640,1
2641,0
2642,0
2643,0
2644,0
2645,1
2646,0
2647,1
2648,0
2649,0
2650,1
2651,1
2652,0
2653,1
2654,1
2655,1
2656,1
2657,0
2658,0
2659,1
2660,1
2661,0
2662,1
2663,0
2664,1
2665,1
2666,0
2667,0
2668,0
2669,1
2670,0
2671,1
2672,0
2673,0
2674,1
2675,0
2676,1
2677,1
2678,1
2679,0
2680,0
2681,0
2682,0
2683,1
2684,0
2685,0
2686,1
2687,0
2688,1
2689,0
2690,1
2691,1
2692,1
2693,1
2694,1
2695,0
2696,1
2697,1
2698,0
2699,0
2700,1
2701,1
2702,1
2703,0
2704,0
2705,0
2706,0
2707,1
2708,0
2709,0
2710,0
2711,0
2712,0
2713,1
2714,1
2715,0
2716,1
2717,0
2718,1
2719,1
2720,1
2721,0
2722,0
2723,0
2724,0
2725,1
2726,0
2727,0
2728,0
2729,1
2730,0
2731,1
2732,0
2733,1
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,1
2747,1
2748,0
2749,1
2750,0
2751,0
2752,0
2753,1
2754,1
2755,1
2756,0
2757,0
2758,1
2759,0
2760,1
2761,1
2762,1
2763,1
2764,0
2765,0
2766,1
2767,0
2768,1
2769,0
2770,1
2771,1
2772,0
2773,1
2774,0
2775,0
2776,0
2777,0
2778,1
2779,0
2780,0
2781,1
2782,1
2783,0
2784,1
2785,0
2786,1
2787,0
2788,0
2789,1
2790,1
2791,0
2792,1
2793,1
2794,1
2795,1
2796,0
2797,0
2798,1
2799,1
2800,0
2801,1
2802,1
2803,0
2804,1
2805,1
2806,0
2807,1
2808,0
2809,0
2810,0
2811,0
2812,1
2813,1
2814,0
2815,1
2816,0
2817,0
2818,1
2819,1
2820,1
2821,0
2822,0
2823,1
2824,1
2825,0
2826,1
2827,0
2828,0
2829,1
2830,1
2831,1
2832,0
2833,0
2834,1
2835,0
2836,0
2837,1
2838,0
2839,1
2840,1
2841,1
2842,0
2843,1
2844,0
2845,0
2846,1
2847,1
2848,1
2849,0
2850,0
2851,1
2852,1
2853,1
2854,0
2855,1
2856,1
2857,1
2858,1
2859,0
2860,1
2861,1
2862,0
2863,0
2864,1
2865,1
2866,1
2867,1
2868,1
2869,1
2870,0
2871,0
2872,0
2873,0
2874,1
2875,1
2876,1
2877,0
2878,0
2879,1
2880,1
2881,0
2882,1
2883,1
2884,0
2885,1
2886,1
2887,1
2888,1
2889,0
2890,1
2891,1
2892,1
2893,1
2894,1
2895,0
2896,1
2897,1
2898,1
2899,0
2900,1
2901,0
2902,0
2903,1
2904,0
2905,0
2906,1
2907,0
2908,0
2909,0
2910,1
2911,0
2912,1
2913,1
2914,1
2915,0
2916,1
2917,0
2918,1
2919,1
2920,1
2921,0
2922,0
2923,1
2924,0
2925,1
2926,1
2927,1
2928,0
2929,1
2930,0
2931,0
2932,0
2933,0
2934,1
2935,0
2936,0
2937,1
2938,1
2939,1
2940,0
2941,1
2942,0
2943,0
2944,1
2945,1
2946,0
2947,0
2948,0
2949,1
2950,0
2951,0
2952,1
2953,0
2954,0
2955,1
2956,1
2957,1
2958,0
2959,1
2960,1
2961,1
2962,0
2963,1
2964,1
2965,1
2966,0
2967,0
2968,0
2969,1
2970,0
2971,1
2972,1
2973,1
2974,0
2975,1
2976,0
2977,0
2978,0
2979,1
2980,0
2981,0
2982,1
2983,1
2984,0
2985,0
2986,1
2987,0
2988,0
2989,1
2990,1
2991,1
2992,1
2993,0
2994,0
2995,1
2996,0
2997,1
